ABR20103.1,CDP15886.1,58.120,351,134,5,7,355,9,348,1.14e-141,413,73.79
ABR20103.1,XP_027173032.1,57.550,351,136,5,7,355,9,348,2.15e-141,412,73.79
ABR20103.1,XP_027061142.1,57.835,351,135,5,7,355,9,348,3.72e-141,411,74.07
ABR20103.1,KAL3538437.1,57.224,353,139,5,5,355,7,349,4.84e-141,411,73.94
ABR20103.1,XP_027062010.1,57.835,351,135,5,7,355,9,348,5.69e-141,411,74.07
ABR20103.1,XP_027065046.1,58.120,351,134,5,7,355,9,348,7.24e-141,410,73.79
ABR20103.1,XP_027172158.1,57.835,351,135,5,7,355,45,384,1.26e-140,411,73.79
ABR20103.1,XP_027172147.1,57.835,351,135,5,7,355,45,384,1.89e-140,411,73.79
ABR20103.1,XP_027171256.1,57.550,351,136,5,7,355,9,348,2.23e-140,409,73.79
ABR20103.1,XP_027062011.1,58.571,350,132,5,7,354,9,347,4.49e-140,409,74.00
ABR20103.1,CDP19709.1,57.265,351,137,5,7,355,9,348,7.83e-140,408,73.79
ABR20103.1,XP_071904244.1,57.143,350,137,5,7,354,9,347,3.07e-139,407,73.71
ABR20103.1,XP_027062348.1,57.265,351,137,5,7,355,9,348,5.72e-139,406,73.50
ABR20103.1,KAI5661771.1,59.664,357,111,7,1,355,1,326,8.75e-139,404,71.99
ABR20103.1,KAL3509282.1,59.270,356,131,7,4,355,6,351,1.16e-138,405,73.31
ABR20103.1,AAM97498.1,60.056,358,129,7,1,355,1,347,8.86e-138,403,77.37
ABR20103.1,KAI8558531.1,55.462,357,151,5,2,355,6,357,1.17e-137,403,73.67
ABR20103.1,CAR6233909.1,56.303,357,148,5,2,355,7,358,1.41e-137,403,73.67
ABR20103.1,XP_027172146.1,57.353,340,133,4,7,344,9,338,1.69e-137,402,74.12
ABR20103.1,KAL3509278.1,55.932,354,144,5,4,355,6,349,2.18e-137,402,73.16
ABR20103.1,KAA8526317.1,57.865,356,139,7,5,355,10,359,1.30e-136,400,73.60
ABR20103.1,XP_058210860.1,54.902,357,153,5,2,355,6,357,1.54e-136,400,73.39
ABR20103.1,KAG6737942.1,55.742,357,150,5,2,355,7,358,2.01e-136,400,71.71
ABR20103.1,KAH7844778.1,54.902,357,153,5,2,355,6,357,2.12e-136,400,73.11
ABR20103.1,KAL7185435.1,59.053,359,138,5,1,355,5,358,3.14e-136,399,72.70
sp|U5NH37|7DLGT_CATRO,U5NH37.1,100.000,482,0,0,1,482,1,482,0.0,1001,100.00
sp|U5NH37|7DLGT_CATRO,AGX93072.1,99.793,482,1,0,1,482,1,482,0.0,1000,100.00
sp|U5NH37|7DLGT_CATRO,U3U992.1,99.793,482,1,0,1,482,1,482,0.0,999,99.79
sp|U5NH37|7DLGT_CATRO,XHC56418.1,92.324,482,37,0,1,482,1,482,0.0,919,97.51
sp|U5NH37|7DLGT_CATRO,AGX93068.1,92.116,482,38,0,1,482,1,482,0.0,917,97.30
sp|U5NH37|7DLGT_CATRO,AGX93069.1,92.531,482,36,0,1,482,1,482,0.0,912,96.89
sp|U5NH37|7DLGT_CATRO,AGX93071.1,88.382,482,56,0,1,482,1,482,0.0,912,95.64
sp|U5NH37|7DLGT_CATRO,WIE96231.1,87.552,482,60,0,1,482,1,482,0.0,899,94.81
sp|U5NH37|7DLGT_CATRO,AGX93070.1,90.456,482,46,0,1,482,1,482,0.0,896,95.64
sp|U5NH37|7DLGT_CATRO,XYA23381.1,84.823,481,73,0,1,481,1,481,0.0,875,93.14
sp|U5NH37|7DLGT_CATRO,AGX93067.1,83.958,480,77,0,3,482,4,483,0.0,872,94.17
sp|U5NH37|7DLGT_CATRO,KAL3521160.1,83.958,480,77,0,3,482,4,483,0.0,872,94.17
sp|U5NH37|7DLGT_CATRO,CAI9091610.1,84.200,481,76,0,1,481,3,483,0.0,871,92.93
sp|U5NH37|7DLGT_CATRO,KAL2548758.1,82.573,482,84,0,1,482,1,482,0.0,852,92.12
sp|U5NH37|7DLGT_CATRO,KAL2548807.1,82.573,482,84,0,1,482,43,524,0.0,851,92.32
sp|U5NH37|7DLGT_CATRO,CAN8727478.1,81.913,481,85,1,1,481,1,479,0.0,847,91.89
sp|U5NH37|7DLGT_CATRO,CAN8703582.1,81.705,481,86,1,1,481,1,479,0.0,846,91.89
sp|U5NH37|7DLGT_CATRO,CAN8738110.1,81.705,481,86,1,1,481,1,479,0.0,846,91.89
sp|U5NH37|7DLGT_CATRO,AKI87764.1,79.668,482,98,0,1,482,1,482,0.0,846,92.32
sp|U5NH37|7DLGT_CATRO,KAK2975665.1,81.513,476,85,1,6,481,3,475,0.0,830,90.55
sp|U5NH37|7DLGT_CATRO,KAK3031053.1,80.882,476,88,1,6,481,3,475,0.0,824,90.34
sp|U5NH37|7DLGT_CATRO,KAK3031054.1,80.973,473,87,1,9,481,6,475,0.0,820,90.49
sp|U5NH37|7DLGT_CATRO,KAL2548747.1,79.046,482,101,0,1,482,1,482,0.0,818,89.21
sp|U5NH37|7DLGT_CATRO,XP_071934566.1,78.144,485,103,2,1,482,1,485,0.0,811,89.07
sp|U5NH37|7DLGT_CATRO,XP_027155763.1,77.938,485,104,2,1,482,1,485,0.0,810,88.87
sp|U5NH37|7DLGT_CATRO,AGX93066.1,75.665,489,112,1,1,482,1,489,0.0,809,89.57
sp|U5NH37|7DLGT_CATRO,KAM7482486.1,75.820,488,112,1,1,482,1,488,0.0,809,89.75
sp|U5NH37|7DLGT_CATRO,KAM7479166.1,75.820,488,112,1,1,482,1,488,0.0,808,89.75
sp|U5NH37|7DLGT_CATRO,CAI9775661.1,77.755,481,106,1,1,480,1,481,0.0,806,89.40
sp|U5NH37|7DLGT_CATRO,ALV83447.1,77.339,481,109,0,1,481,5,485,0.0,804,88.57
sp|U5NH37|7DLGT_CATRO,KAL2525783.1,77.386,482,109,0,1,482,1,482,0.0,803,88.80
sp|U5NH37|7DLGT_CATRO,XP_022869718.1,76.398,483,113,1,1,482,1,483,0.0,802,89.65
sp|U5NH37|7DLGT_CATRO,XP_022855172.1,77.131,481,110,0,1,481,5,485,0.0,801,88.36
sp|U5NH37|7DLGT_CATRO,KAL2525782.1,77.178,482,110,0,1,482,1,482,0.0,799,87.97
sp|U5NH37|7DLGT_CATRO,XP_022855173.1,76.349,482,114,0,1,482,1,482,0.0,799,88.59
sp|U5NH37|7DLGT_CATRO,XP_027109740.2,76.907,485,109,2,1,482,4,488,0.0,798,88.25
sp|U5NH37|7DLGT_CATRO,CAA3017168.1,75.934,482,116,0,1,482,1,482,0.0,797,88.59
sp|U5NH37|7DLGT_CATRO,KAH7839427.1,75.468,481,115,1,4,481,5,485,0.0,795,88.77
sp|U5NH37|7DLGT_CATRO,KAM7482485.1,73.770,488,122,1,1,482,1,488,0.0,791,88.32
sp|U5NH37|7DLGT_CATRO,KAM7479165.1,73.566,488,123,1,1,482,1,488,0.0,790,88.32
sp|U5NH37|7DLGT_CATRO,CAA3011328.1,75.776,483,116,1,1,482,1,483,0.0,789,88.61
sp|U5NH37|7DLGT_CATRO,KAA8539652.1,76.860,484,110,1,1,482,180,663,0.0,789,88.22
sp|U5NH37|7DLGT_CATRO,XP_022855174.1,75.311,482,119,0,1,482,1,482,0.0,787,87.76
sp|U5NH37|7DLGT_CATRO,KAL3523920.1,75.569,483,116,2,1,481,1,483,0.0,786,87.78
sp|U5NH37|7DLGT_CATRO,CAA3022364.1,75.519,482,118,0,1,482,1,482,0.0,783,87.34
sp|U5NH37|7DLGT_CATRO,CAI9772955.1,74.896,482,121,0,1,482,1,482,0.0,782,86.31
sp|U5NH37|7DLGT_CATRO,KAL3523921.1,75.000,484,119,2,1,482,1,484,0.0,782,86.36
sp|U5NH37|7DLGT_CATRO,CAI9772953.1,75.519,482,118,0,1,482,1,482,0.0,782,86.72
sp|U5NH37|7DLGT_CATRO,CAA3022363.1,75.726,482,117,0,1,482,5,486,0.0,781,86.72
sp|U5NH37|7DLGT_CATRO,XP_058181841.1,74.691,486,119,2,1,482,1,486,0.0,781,87.04
sp|U5NE19|7DLH_CATRO,U5NE19.1,100.000,521,0,0,1,521,1,521,0.0,1077,100.00
sp|U5NE19|7DLH_CATRO,AGX93059.1,92.322,521,39,1,1,521,1,520,0.0,1002,96.16
sp|U5NE19|7DLH_CATRO,XHC56419.1,91.171,521,44,1,1,521,1,519,0.0,999,96.55
sp|U5NE19|7DLH_CATRO,AGX93058.1,90.541,518,47,1,4,521,3,518,0.0,992,96.33
sp|U5NE19|7DLH_CATRO,AGX93060.1,89.827,521,51,1,1,521,1,519,0.0,989,95.97
sp|U5NE19|7DLH_CATRO,AGX93061.1,90.038,522,49,2,1,521,1,520,0.0,982,95.59
sp|U5NE19|7DLH_CATRO,AGX93057.1,88.100,521,60,1,1,521,1,519,0.0,976,95.01
sp|U5NE19|7DLH_CATRO,KAL3508818.1,87.908,521,61,1,1,521,1,519,0.0,974,95.01
sp|U5NE19|7DLH_CATRO,WIE96232.1,86.756,521,67,1,1,521,5,523,0.0,968,95.01
sp|U5NE19|7DLH_CATRO,QWX38540.1,84.069,521,80,2,1,521,4,521,0.0,929,91.75
sp|U5NE19|7DLH_CATRO,XYA23382.1,82.342,521,89,2,1,521,1,518,0.0,908,90.98
sp|U5NE19|7DLH_CATRO,CAI9088915.1,80.077,517,101,1,5,521,6,520,0.0,885,90.33
sp|U5NE19|7DLH_CATRO,QNS30009.1,79.271,521,106,1,1,521,1,519,0.0,884,89.83
sp|U5NE19|7DLH_CATRO,QBM10924.1,79.764,509,98,2,13,521,14,517,0.0,873,90.18
sp|U5NE19|7DLH_CATRO,BBI55003.1,79.175,509,101,2,13,521,14,517,0.0,865,89.78
sp|U5NE19|7DLH_CATRO,AKI87771.1,76.967,521,112,2,1,521,1,513,0.0,856,88.48
sp|U5NE19|7DLH_CATRO,ALJ10970.1,76.967,521,112,2,1,521,1,513,0.0,855,88.29
sp|U5NE19|7DLH_CATRO,AKI87763.1,76.967,521,112,2,1,521,1,513,0.0,855,88.29
sp|U5NE19|7DLH_CATRO,CAN8777553.1,76.392,521,120,2,1,521,1,518,0.0,852,87.91
sp|U5NE19|7DLH_CATRO,CAN8800300.1,76.583,521,119,2,1,521,1,518,0.0,851,87.72
sp|U5NE19|7DLH_CATRO,CAN8781707.1,76.392,521,120,2,1,521,1,518,0.0,850,87.72
sp|U5NE19|7DLH_CATRO,AGX93056.1,76.367,512,116,4,11,521,12,519,0.0,830,89.06
sp|U5NE19|7DLH_CATRO,KAM7498549.1,76.367,512,116,4,11,521,15,522,0.0,829,88.87
sp|U5NE19|7DLH_CATRO,KAM7503867.1,76.367,512,116,4,11,521,15,522,0.0,828,88.87
sp|U5NE19|7DLH_CATRO,KAK3009358.1,72.937,521,138,2,1,521,7,524,0.0,798,84.84
sp|U5NE19|7DLH_CATRO,KAK3011388.1,72.553,521,140,2,1,521,1,518,0.0,795,84.45
sp|U5NE19|7DLH_CATRO,KAK2992117.1,72.361,521,141,2,1,521,7,524,0.0,793,84.64
sp|U5NE19|7DLH_CATRO,AIL49061.1,73.704,521,131,4,1,520,5,520,0.0,788,83.49
sp|U5NE19|7DLH_CATRO,KAM7492486.1,68.582,522,161,3,1,521,3,522,0.0,770,84.10
sp|U5NE19|7DLH_CATRO,KAK2992116.1,68.714,521,160,2,1,521,1,518,0.0,760,82.92
sp|U5NE19|7DLH_CATRO,CAI9088913.1,67.625,522,164,3,1,521,3,520,0.0,757,81.61
sp|U5NE19|7DLH_CATRO,KAK3011389.1,68.834,523,156,3,1,521,1,518,0.0,752,81.84
sp|U5NE19|7DLH_CATRO,CAN8800302.1,66.092,522,172,3,1,521,3,520,0.0,744,81.42
sp|U5NE19|7DLH_CATRO,XP_059650995.1,67.379,515,165,2,8,521,5,517,0.0,742,82.33
sp|U5NE19|7DLH_CATRO,KAM7517455.1,67.113,523,168,4,1,521,3,523,0.0,741,82.22
sp|U5NE19|7DLH_CATRO,XYA23390.1,65.891,516,173,2,7,521,10,523,0.0,741,82.36
sp|U5NE19|7DLH_CATRO,KAM7513623.1,67.113,523,168,4,1,521,3,523,0.0,741,82.22
sp|U5NE19|7DLH_CATRO,CAN8781706.1,65.900,522,173,3,1,521,3,520,0.0,739,80.84
sp|U5NE19|7DLH_CATRO,CAN8795004.1,65.517,522,175,3,1,521,3,520,0.0,735,80.84
sp|U5NE19|7DLH_CATRO,CAN8777551.1,65.517,522,175,3,1,521,3,520,0.0,735,80.84
sp|U5NE19|7DLH_CATRO,WMD26768.1,67.625,522,164,4,1,521,1,518,0.0,733,81.23
sp|U5NE19|7DLH_CATRO,QOI02196.1,69.583,503,149,3,20,521,22,521,0.0,730,82.50
sp|U5NE19|7DLH_CATRO,KAA8524065.1,68.199,522,162,3,1,521,3,521,0.0,729,81.42
sp|U5NE19|7DLH_CATRO,UNP59806.1,67.433,522,166,3,1,521,1,519,0.0,726,81.03
sp|U5NE19|7DLH_CATRO,KAM7495357.1,68.182,506,158,2,16,521,19,521,0.0,721,84.19
sp|U5NE19|7DLH_CATRO,KAM7492488.1,68.182,506,158,2,16,521,19,521,0.0,719,84.19
sp|U5NE19|7DLH_CATRO,XP_027164185.1,64.479,518,180,2,4,521,5,518,0.0,719,81.85
sp|U5NE19|7DLH_CATRO,WZH35016.1,64.672,518,180,2,4,521,5,519,0.0,718,81.27
sp|U5NE19|7DLH_CATRO,WRW51047.1,83.896,385,60,1,1,385,1,383,0.0,692,92.73
sp|U5NE19|7DLH_CATRO,WZH35015.1,61.333,525,197,3,1,521,3,525,0.0,687,80.00
sp|W8JWV8|8HGO_CATRO,W8JWV8.1,100.000,378,0,0,1,378,1,378,0.0,769,100.00
sp|W8JWV8|8HGO_CATRO,XYA23379.1,87.302,378,45,1,1,378,1,375,0.0,676,93.39
sp|W8JWV8|8HGO_CATRO,KAL3498419.1,85.714,378,51,1,1,378,1,375,0.0,674,93.39
sp|W8JWV8|8HGO_CATRO,CAI9093495.1,85.450,378,52,1,1,378,732,1106,0.0,673,91.80
sp|W8JWV8|8HGO_CATRO,XP_027181307.1,83.862,378,58,1,1,378,1,375,0.0,661,92.59
sp|W8JWV8|8HGO_CATRO,XP_027081898.1,83.862,378,58,1,1,378,1,375,0.0,661,92.59
sp|W8JWV8|8HGO_CATRO,AKI87769.1,84.392,378,57,1,1,378,1,376,0.0,658,91.27
sp|W8JWV8|8HGO_CATRO,AKI87770.1,84.127,378,58,1,1,378,1,376,0.0,657,91.27
sp|W8JWV8|8HGO_CATRO,AKI87768.1,83.862,378,59,1,1,378,1,376,0.0,652,90.74
sp|W8JWV8|8HGO_CATRO,KAL2544851.1,81.746,378,66,1,1,378,1,375,0.0,649,91.53
sp|W8JWV8|8HGO_CATRO,KAL2544805.1,81.481,378,67,1,1,378,1,375,0.0,647,91.53
sp|W8JWV8|8HGO_CATRO,CAN8787414.1,82.804,378,62,1,1,378,1,375,0.0,645,89.95
sp|W8JWV8|8HGO_CATRO,KAL2517700.1,82.162,370,66,0,9,378,6,375,0.0,645,92.16
sp|W8JWV8|8HGO_CATRO,KAL2517695.1,81.622,370,68,0,9,378,6,375,0.0,642,92.16
sp|W8JWV8|8HGO_CATRO,KAI3468234.1,80.533,375,73,0,4,378,2,376,0.0,637,91.20
sp|W8JWV8|8HGO_CATRO,KAG8375564.1,79.733,375,76,0,4,378,2,376,0.0,635,91.20
sp|W8JWV8|8HGO_CATRO,PIN02265.1,79.467,375,77,0,4,378,2,376,0.0,635,91.47
sp|W8JWV8|8HGO_CATRO,CAK9140387.1,80.159,378,72,1,1,378,1,375,0.0,634,91.01
sp|W8JWV8|8HGO_CATRO,CDP16164.1,83.862,378,58,1,1,378,1,375,0.0,630,91.80
sp|W8JWV8|8HGO_CATRO,CAA2997912.1,78.571,378,78,1,1,378,21,395,0.0,627,89.42
sp|W8JWV8|8HGO_CATRO,XP_020549820.1,79.088,373,78,0,6,378,5,377,0.0,627,91.15
sp|W8JWV8|8HGO_CATRO,XP_027085518.1,83.333,378,60,1,1,378,1,375,0.0,627,91.53
sp|W8JWV8|8HGO_CATRO,XP_022853375.1,78.307,378,79,1,1,378,21,395,0.0,626,89.15
sp|W8JWV8|8HGO_CATRO,XP_022853376.1,78.571,378,78,1,1,378,1,375,0.0,625,89.15
sp|W8JWV8|8HGO_CATRO,CAI9755657.1,79.412,374,77,0,5,378,2,375,0.0,625,89.57
sp|W8JWV8|8HGO_CATRO,XP_051137809.1,77.836,379,83,1,1,378,1,379,0.0,624,89.71
sp|W8JWV8|8HGO_CATRO,CAA0810577.1,78.400,375,81,0,4,378,2,376,0.0,623,89.87
sp|W8JWV8|8HGO_CATRO,KAK2966559.1,79.357,373,76,1,7,378,4,376,0.0,623,90.35
sp|W8JWV8|8HGO_CATRO,KAK6140937.1,78.400,375,81,0,4,378,2,376,0.0,623,90.13
sp|W8JWV8|8HGO_CATRO,KAK6161839.1,78.133,375,82,0,4,378,2,376,0.0,622,90.13
sp|W8JWV8|8HGO_CATRO,KAL8537180.1,78.133,375,82,0,4,378,2,376,0.0,622,89.60
sp|W8JWV8|8HGO_CATRO,MIH5272317.1,78.133,375,80,1,4,378,2,374,0.0,622,91.20
sp|W8JWV8|8HGO_CATRO,CAA2997913.1,78.307,378,78,2,1,378,21,394,0.0,621,89.15
sp|W8JWV8|8HGO_CATRO,ALG62779.1,78.042,378,80,1,1,378,21,395,0.0,621,88.36
sp|W8JWV8|8HGO_CATRO,KAL8537182.1,77.867,375,83,0,4,378,2,376,0.0,619,89.60
sp|W8JWV8|8HGO_CATRO,WNE31664.1,77.333,375,85,0,4,378,2,376,0.0,619,90.13
sp|W8JWV8|8HGO_CATRO,AEQ04839.1,77.778,378,81,1,1,378,1,375,0.0,619,88.10
sp|W8JWV8|8HGO_CATRO,MIM5528194.1,77.867,375,83,0,4,378,2,376,0.0,619,89.60
sp|W8JWV8|8HGO_CATRO,KAM7477308.1,79.265,381,73,3,1,378,1,378,0.0,619,88.71
sp|W8JWV8|8HGO_CATRO,GFP80254.1,78.976,371,78,0,8,378,3,373,0.0,618,90.57
sp|W8JWV8|8HGO_CATRO,CAQ4158777.1,77.807,374,82,1,6,378,4,377,0.0,618,90.64
sp|W8JWV8|8HGO_CATRO,KAM7480716.1,79.003,381,74,3,1,378,1,378,0.0,616,88.45
sp|W8JWV8|8HGO_CATRO,KAN5414928.1,77.333,375,85,0,4,378,3,377,0.0,615,89.07
sp|W8JWV8|8HGO_CATRO,KAN8724247.1,77.867,375,83,0,4,378,2,376,0.0,615,89.07
sp|W8JWV8|8HGO_CATRO,KAN3212043.1,76.862,376,86,1,4,378,2,377,0.0,615,90.43
sp|W8JWV8|8HGO_CATRO,MIM5538145.1,77.600,375,84,0,4,378,2,376,0.0,614,89.33
sp|W8JWV8|8HGO_CATRO,KAL3650824.1,77.867,375,83,0,4,378,2,376,0.0,614,89.07
sp|W8JWV8|8HGO_CATRO,CAN5992090.1,77.236,369,83,1,11,378,8,376,0.0,613,91.87
sp|W8JWV8|8HGO_CATRO,XP_011081820.1,77.249,378,85,1,1,378,1,377,0.0,612,89.15
sp|W8JWV8|8HGO_CATRO,KAK4490927.1,74.933,375,94,0,4,378,542,916,0.0,612,89.07
sp|A0A2S1XB67|ASO_CATRO,A0A2S1XB67.1,100.000,529,0,0,1,529,1,529,0.0,1086,100.00
sp|A0A2S1XB67|ASO_CATRO,KAI5648027.1,99.811,529,1,0,1,529,1,529,0.0,1084,100.00
sp|A0A2S1XB67|ASO_CATRO,A0A5B8XB28.1,72.830,530,143,1,1,529,1,530,0.0,804,84.91
sp|A0A2S1XB67|ASO_CATRO,A0A5B8X7E6.1,74.656,509,127,2,22,528,21,529,0.0,752,85.27
sp|A0A2S1XB67|ASO_CATRO,AYE56101.1,73.725,510,126,4,23,529,26,530,0.0,743,85.29
sp|A0A2S1XB67|ASO_CATRO,KAI5648026.1,71.107,533,137,5,1,529,18,537,0.0,736,81.24
sp|A0A2S1XB67|ASO_CATRO,AYE56102.1,69.171,519,159,1,12,529,13,531,0.0,723,82.66
sp|A0A2S1XB67|ASO_CATRO,AYE56103.1,67.176,524,171,1,1,523,1,524,0.0,712,81.49
sp|A0A2S1XB67|ASO_CATRO,A0A5B8X6A1.1,68.015,519,165,1,12,529,13,531,0.0,711,81.50
sp|A0A2S1XB67|ASO_CATRO,XHA77556.1,61.431,503,189,4,26,525,28,528,0.0,615,78.33
sp|A0A2S1XB67|ASO_CATRO,XHA77553.1,58.235,510,206,5,25,529,27,534,0.0,592,75.49
sp|A0A2S1XB67|ASO_CATRO,XHA77554.1,57.331,532,218,7,1,525,1,530,0.0,588,74.81
sp|A0A2S1XB67|ASO_CATRO,XHA77559.1,57.303,534,217,8,1,526,1,531,0.0,585,75.66
sp|A0A2S1XB67|ASO_CATRO,CDP15693.1,57.663,522,211,7,14,528,23,541,0.0,583,75.86
sp|A0A2S1XB67|ASO_CATRO,XHA77563.1,56.792,530,220,7,1,523,2,529,0.0,580,75.09
sp|A0A2S1XB67|ASO_CATRO,XP_027073200.2,57.280,522,213,7,14,528,16,534,0.0,580,75.86
sp|A0A2S1XB67|ASO_CATRO,XP_027179532.1,57.803,519,211,6,14,526,16,532,0.0,580,75.72
sp|A0A2S1XB67|ASO_CATRO,XP_027078119.2,57.570,535,215,9,2,528,19,549,0.0,577,74.77
sp|A0A2S1XB67|ASO_CATRO,KAI5669986.1,56.947,511,204,6,25,523,27,533,0.0,575,76.13
sp|A0A2S1XB67|ASO_CATRO,XP_027074111.2,57.196,535,217,9,2,528,19,549,0.0,573,74.58
sp|A0A2S1XB67|ASO_CATRO,XP_057466222.1,55.263,532,232,5,1,528,1,530,0.0,572,73.87
sp|A0A2S1XB67|ASO_CATRO,AKF02526.1,56.974,509,207,6,25,523,27,533,0.0,572,76.62
sp|A0A2S1XB67|ASO_CATRO,CDP15695.1,57.196,535,217,9,2,528,19,549,0.0,571,74.39
sp|A0A2S1XB67|ASO_CATRO,XP_027179542.1,57.196,535,217,9,2,528,19,549,0.0,571,74.39
sp|A0A2S1XB67|ASO_CATRO,XUR19206.1,54.887,532,227,8,1,523,2,529,0.0,567,73.87
sp|A0A2S1XB67|ASO_CATRO,XHA77562.1,54.887,532,227,8,1,523,2,529,0.0,567,73.68
sp|A0A2S1XB67|ASO_CATRO,XHA77558.1,56.647,519,215,6,18,529,18,533,0.0,562,73.41
sp|A0A2S1XB67|ASO_CATRO,XHA77561.1,54.426,531,231,7,1,523,2,529,0.0,560,73.07
sp|A0A2S1XB67|ASO_CATRO,XHA77564.1,55.159,533,230,7,2,528,5,534,0.0,558,73.73
sp|A0A2S1XB67|ASO_CATRO,XUR19205.1,55.179,531,228,8,1,523,1,529,0.0,558,73.63
sp|A0A2S1XB67|ASO_CATRO,CDP12587.1,53.700,527,236,5,3,523,4,528,0.0,553,73.24
sp|A0A2S1XB67|ASO_CATRO,XP_027183963.1,53.700,527,236,5,3,523,4,528,0.0,553,72.87
sp|A0A2S1XB67|ASO_CATRO,XP_027086119.2,53.890,527,235,5,3,523,4,528,0.0,552,72.87
sp|A0A2S1XB67|ASO_CATRO,KAL3510804.1,53.545,536,237,8,1,526,1,534,0.0,551,73.13
sp|A0A2S1XB67|ASO_CATRO,XP_027088090.1,53.700,527,236,5,3,523,4,528,0.0,551,72.87
sp|A0A2S1XB67|ASO_CATRO,XP_027088137.1,53.992,526,234,7,3,523,4,526,0.0,548,73.00
sp|A0A2S1XB67|ASO_CATRO,XP_027183964.1,54.183,526,233,7,3,523,4,526,0.0,548,72.81
sp|A0A2S1XB67|ASO_CATRO,KAF3450235.1,55.009,529,228,7,7,528,8,533,0.0,547,70.89
sp|A0A2S1XB67|ASO_CATRO,KAL3527636.1,56.371,518,208,7,25,525,25,541,0.0,545,72.97
sp|A0A2S1XB67|ASO_CATRO,XP_027086475.1,53.612,526,236,7,3,523,4,526,0.0,544,72.81
sp|A0A2S1XB67|ASO_CATRO,XHA77560.1,55.600,500,212,6,30,523,32,527,0.0,544,74.20
sp|A0A2S1XB67|ASO_CATRO,XHA77557.1,58.847,503,197,6,26,525,22,517,0.0,543,75.75
sp|A0A2S1XB67|ASO_CATRO,CDP12588.1,53.422,526,237,7,3,523,4,526,0.0,543,72.81
sp|A0A2S1XB67|ASO_CATRO,XP_062162306.1,53.195,532,233,8,1,523,1,525,0.0,539,70.49
sp|A0A2S1XB67|ASO_CATRO,KAJ6950886.1,54.167,528,222,9,9,525,9,527,0.0,537,71.97
sp|A0A2S1XB67|ASO_CATRO,KAG6790829.1,54.167,528,222,9,9,525,9,527,0.0,535,71.78
sp|A0A2S1XB67|ASO_CATRO,KAH7836386.1,54.059,505,225,5,27,528,30,530,0.0,534,73.07
sp|A0A2S1XB67|ASO_CATRO,XP_034897447.1,54.215,522,221,8,9,521,9,521,0.0,533,71.65
sp|A0A2S1XB67|ASO_CATRO,CAI9107376.1,54.183,526,228,10,8,523,8,530,0.0,530,72.62
sp|A0A2S1XB67|ASO_CATRO,XHA77565.1,52.256,532,243,8,4,527,7,535,0.0,530,71.80
sp|A0A2P1GIW2|CS_CATRO,A0A2P1GIW2.1,100.000,330,0,0,1,330,1,330,0.0,683,100.00
sp|A0A2P1GIW2|CS_CATRO,KAI5664999.1,99.091,330,3,0,1,330,1,330,0.0,679,99.39
